,id,name,chef,price,specialDish,phoneNumber,bookUrl,instagramUrl,chefInstagramUrl,mapUrl,website,curated_by,curatedByInstagramUrl,deliveryBy,deliveryUrl,menuUrl,isHidden,isPromoted,stars,legacy_id,published_at,created_by,updated_by,created_at,updated_at,neighborhood,city,reservation,slug
10,322,Pur,Nandu Jubany,75€ per person,,+34 931 70 17 70,https://module.lafourchette.com/es_ES/module/399533-2ba6e#/2518529/pdh,https://www.instagram.com/pur_barcelona/,https://www.instagram.com/nandujubany_oficial/,https://g.page/purbarcelona?share,https://purbarcelona.com/ca/,Velada Team,,,,,0,0,0.0,4AaY6ZaoX2nOVbZVcocM,2021-01-20 16:49:56,,1.0,2021-01-20 16:49:56,2021-04-26 14:49:32,31.0,5.0,,pur
11,323,Étimo,Begoña Fraire,Menú degustación desde 65€,,+34 913 759 883,https://www.covermanager.com/reserve/module_restaurant/restaurante-etimo/spanish,https://www.instagram.com/etimorestaurante/,https://www.instagram.com/be_fraire/,https://g.page/Etimorestaurante?share,https://etimo.es/,Equipo Velada,https://www.instagram.com/velada.app/,,,,0,0,0.0,4UdIhP0fTYiAcKzdrJ9h,2021-01-20 16:49:58,,1.0,2021-01-20 16:49:58,2021-04-26 15:07:42,34.0,4.0,,etimo
12,324,Amparito Roca,Jesús Velasco,60€ pp,Carpaccio de matanza,+34 913 483 304,,https://www.instagram.com/amparitorocamadrid/,,https://goo.gl/maps/DYMT7QET3sePp6217,http://restauranteamparitoroca.com/,Equipo Velada,https://www.instagram.com/velada.app/,Teléfono,tel: +34 618 49 12 30,http://restauranteamparitoroca.com/carta/,0,0,0.0,4W8ubrO2jjfL3zXuCer5,2021-01-20 16:50:00,,1.0,2021-01-20 16:50:00,2021-04-26 15:05:03,34.0,4.0,,amparito-roca
13,325,Kanoa (Gaman delivery),Luis Arevalo,Entre 30€ y 40€ por persona,Anticuchos de secreto ibérico,+34 662329005,,https://www.instagram.com/kanoa_madrid/,https://www.instagram.com/luisarevalo_chef/,https://goo.gl/maps/nLWAefppq4Htb6ca9,https://www.kanoasushi.es/,Equipo Velada,https://www.instagram.com/velada.app/,Web del restaurante,https://www.kanoasushi.es/,,0,0,0.0,58Q7PBwY4F4o0EUR5i6s,2021-01-20 16:50:02,,1.0,2021-01-20 16:50:02,2021-04-26 15:03:46,29.0,4.0,,kanoa-gaman-delivery
14,326,Caraba,Jesús Trujillano,30-40€ pp,Patata rota con ravioli de yema natural y seta shitake,+34 91 154 71 31,https://module.lafourchette.com/es_ES/module/466105-e4ce3#/2972741/pdh,https://www.instagram.com/carabamadrid/,https://www.instagram.com/chef_caraba_madrid/,https://goo.gl/maps/NrTrQUyYTKkiieFm9,https://www.carabamadrid.com/,Gastro Godzilla,https://www.instagram.com/gastrogodzilla/,,,https://www.carabamadrid.com/carta/,0,0,0.0,58u2DMJsvXP2QZk7EjXO,2021-01-20 16:50:04,,1.0,2021-01-20 16:50:04,2021-04-26 15:14:26,43.0,4.0,,caraba
15,327,Dani Brasserie,Dani García,Entre 60€ y 80€ por persona,Tomate nitro,+34 91 330 62 10,https://www.opentable.es/restref/client/?restref=226413&lang=es-ES&ot_source=Restaurant%20website&corrid=b59aaeb2-12d7-4eaf-8332-c994e8f4c79f,https://www.instagram.com/danibrasserie/,https://www.instagram.com/danigarcia7/,https://goo.gl/maps/xfrti361yVxUL1JQ8,https://www.danibrasserie.com/,Equipo Velada,https://www.instagram.com/velada.app/,,,https://www.danibrasserie.com/menus/,0,0,0.0,5W3Aum0bF4MGwEzxdnPK,2021-01-20 16:50:07,,2.0,2021-01-20 16:50:07,2021-05-10 16:12:27,40.0,4.0,,dani-brasserie
16,328,Lasarte,Martín Berasategui,100€+ (Menú degustación: 230€ / €250),,+34 934 45 32 42,https://www.covermanager.com/reservation/module_restaurant/restaurante-lasarte/english,https://www.instagram.com/lasartebcn/,https://www.instagram.com/martinberasategui/,https://goo.gl/maps/qor7iD3AW6nApbEVA,https://www.restaurantlasarte.com/,Equipo Velada,https://www.instagram.com/velada.app/,,,https://www.restaurantlasarte.com/es/#!menus,0,0,3.0,64dafkfqVRhKMClish58,2021-01-20 16:50:09,,2.0,2021-01-20 16:50:09,2021-05-03 23:13:55,31.0,5.0,,lasarte
17,329,La Tajada,Iván Sáez,30€ por persona,,+34 675 669 732,https://www.reservator.es/plugin_clientes/reservas_tajada.php,https://www.instagram.com/latajada_rest/,https://www.instagram.com/ivansaez_chef/,https://goo.gl/maps/StnVBSGEkWtW32CD6,http://www.latajada.es/,Equipo Velada,https://www.instagram.com/velada.app/,Teléfono,tel: +34 912322204,https://www.latajada.es/carta,0,0,0.0,6EJ6HBPzkTJM228Mqoz0,2021-01-20 16:50:11,,1.0,2021-01-20 16:50:11,2021-04-26 14:57:26,29.0,4.0,,la-tajada
18,330,MX Roberto Ruiz,Roberto Ruiz,20-30€ pp,Tacos,+34 661 89 58 79,,https://www.instagram.com/mx_robertoruiz/,https://www.instagram.com/mxrobertoruiz/,https://goo.gl/maps/d7SBkHs2mGtNiAXX9,,Equipo Velada,https://www.instagram.com/velada.app/,Deliveroo,https://deliveroo.es/es/menu/madrid/rios-rosas-madrid/mx-roberto-ruiz,https://deliveroo.es/es/menu/madrid/rios-rosas-madrid/mx-roberto-ruiz,0,0,0.0,6GyoNYQhDBi9BaoY63Sr,2021-01-20 16:50:13,,1.0,2021-01-20 16:50:13,2021-04-26 14:51:41,34.0,4.0,,mx-roberto-ruiz
19,331,Bel Mondo,,Entre 30€ y 40€ por persona,La gran carbonara,,https://www.sevenrooms.com/reservations/belmondosalamanca,https://www.instagram.com/bigmamma.es/,,https://g.page/belmondomadrid?share,https://www.bigmammagroup.com/es/trattorias/bel-mondo,Equipo Velada,https://www.instagram.com/velada.app/,Uber Eats,https://www.ubereats.com/es/madrid/food-delivery/bel-mondo/aejDXNS1RqKfKYkgASOtEg,https://www.bigmammagroup.com/admin/wp-content/uploads/2020/09/menu-5-octubre.pdf,0,0,0.0,6bmwERMsEE4ZFzlp7zUI,2021-01-20 16:50:15,,1.0,2021-01-20 16:50:15,2021-04-26 15:07:11,34.0,4.0,,bel-mondo
20,332,99 Sushi Bar,Roberto Limas,80€ pp,Nigiri de toro flambeado con tomate,+34 914312715,https://www.covermanager.com/reserve/module_restaurant/restaurante-99-sushi-bar-hermosilla/spanish,https://www.instagram.com/99sushibar/,https://www.instagram.com/robertolimas_chef99/,https://goo.gl/maps/urom3wJ2sYnh9XQ2A,http://www.99sushibar.com/99-sushi-bar-hermosilla/,Equipo Velada,https://www.instagram.com/velada.app/,Web 99 Sushi Bar,https://us12.eveve.com/takeaway/?est=99SushiPonzano&lang=es&country=spain&rand=2323,https://www.99sushibar.com/platos/,0,0,0.0,6sJABHM2rR4lpfzy114P,2021-01-20 16:50:18,,1.0,2021-01-20 16:50:18,2021-04-26 15:03:29,34.0,4.0,,99-sushi-bar
21,333,Angle,Jordi Cruz,90€ (tasting menu),,+34 932 16 77 77,https://booking.anglebarcelona.com/angle/bookings_online/index.php?lang=en,https://www.instagram.com/anglerestaurante/,https://www.instagram.com/jordicruzoficial/,https://g.page/anglebarcelona?share,https://anglebarcelona.com/en/,Equipo Velada,,,,,0,0,2.0,73U4uTns8JvUhYDzzwPR,2021-01-20 16:50:20,,1.0,2021-01-20 16:50:20,2021-04-26 15:05:20,31.0,5.0,,angle
22,334,Le Récamier,Gérard Idoux,50€ per person,,+33 1 45 48 86 58,,https://www.instagram.com/restaurantlerecamier/,https://www.instagram.com/gerardidoux/,https://goo.gl/maps/NqBcA1KC1kW26TQH6,https://lerecamier.com/fr/,,,,,,0,0,0.0,7L18Yrlgy7hhRyanO0V4,2021-01-20 16:50:22,,1.0,2021-01-20 16:50:22,2021-04-26 14:54:17,,,,le-recamier
23,335,Ikigai,Yong Wu Nagahira,40€ por persona,Nigiris de toro,+34 916 22 63 74,https://www.reservator.es/plugin_clientes/reservas_ikigai.php,https://www.instagram.com/ikigairestaurante/,https://www.instagram.com/yongwunagahira/,https://goo.gl/maps/9e1RoJDUyzfhvnhf6,http://restauranteikigai.com/,Equipo Velada,https://www.instagram.com/velada.app/,,,https://restauranteikigai.com/carta/,0,0,0.0,7P8dUkwNb7BHjdhLDIbl,2021-01-20 16:50:24,,1.0,2021-01-20 16:50:24,2021-04-26 15:04:22,42.0,4.0,,ikigai
24,336,Costanera 700,Humberto Sato,$60 per person,,+51 1 4214635,,https://www.instagram.com/costanera700/,,https://goo.gl/maps/jHFsc8uC42ugmaA6A,http://www.costanera700.pe/,Velada Team,,,,,0,0,0.0,7QwYcaEGK2S4asKNYwlv,2021-01-20 16:50:26,,1.0,2021-01-20 16:50:26,2021-04-26 15:11:52,,,,costanera-700
25,337,Enigma,Albert Adrià & Oliver Peña,220€ (tasting menu),,+34 616 696 322,https://www.covermanager.com/reserve/module_restaurant/enigma/spanish,https://www.instagram.com/Enigmaconcept/,https://www.instagram.com/albert.adria.acosta/,https://goo.gl/maps/usa7FbFxE7TtzJTA7,https://elbarri.com/restaurant/enigma/,Equipo Velada,https://www.instagram.com/velada.app/,,,,1,0,1.0,7e3NqoUZgE6IrmA3KMOW,2021-01-20 16:50:28,,2.0,2021-01-20 16:50:28,2021-05-10 15:18:00,41.0,5.0,,enigma
26,338,Don Lay,,50€ pp,Pato laqueado,+34 910 91 63 19,https://www.covermanager.com/reserve/module_restaurant/restaurante-donlay/spanish,https://www.instagram.com/donlayrestaurante/,,https://goo.gl/maps/meA5Vk1QwVWvKeb49,http://donlayrestaurante.es/,Equipo Velada,https://www.instagram.com/velada.app/,Glovo,https://glovoapp.com/en/mad/store/don-lay-madrid/,https://donlayrestaurante.es/restaurante,0,0,0.0,8LlPQBPSdLgtfD2Tss3a,2021-01-20 16:50:31,,1.0,2021-01-20 16:50:31,2021-04-26 15:10:33,34.0,4.0,,don-lay
27,339,Sushita Café,,35€ per person,Nigiri de tartar de wagyu,+34 918 28 02 04,https://module.lafourchette.com/es_ES/module/212029-40943#/1416251/pdh,https://www.instagram.com/sushitacafe/?hl=es,,https://g.page/SushitaCafe?share,https://www.sushita.com/,Equipo Velada,https://www.instagram.com/velada.app/,Web Sushita,https://sushita.klikin.com/,https://www.sushita.com/wp-content/uploads/2020/06/Carta-Sushita-Cafe-Miguel-Angel.pdf,1,0,0.0,95MTNlyKTg7symzD0VZv,2021-01-20 16:50:33,,1.0,2021-01-20 16:50:33,2021-02-02 13:48:38,43.0,4.0,,
28,340,Mont Bar,Iván Castro,50€ per person,,+34 933 23 95 90,https://www.covermanager.com/reservation/module_restaurant/restaurante-montbar/spanish,https://www.instagram.com/mont_bar/,,https://goo.gl/maps/2FfWZ65pm7QAWWfS7,https://www.montbar.com/,Equipo Velada,,,,,0,0,0.0,984jfyS60Fqzun3O7spc,2021-01-20 16:50:35,,1.0,2021-01-20 16:50:35,2021-04-26 14:51:51,31.0,5.0,,mont-bar
29,341,Yashin Ocean House,Yasuhiro Mineno,£90 per person,Hida Wagyu,+44 20 7373 3990,https://www.opentable.co.uk/widget/reservation/canvas?rid=132438&type=standard&theme=standard&overlay=false&domain=couk&lang=en-GB&r3abvariant=true&r3uid=a-s7Q81u&newtab=false&disablega=false,https://www.instagram.com/yashinlondon/,,https://goo.gl/maps/GZqj3N3JvmyoU3Zy6,http://yashinocean.com/,Velada Team,,,,,0,0,0.0,9DxnZUc2foMFavcxH8ck,2021-01-20 16:50:37,,1.0,2021-01-20 16:50:37,2021-04-26 14:43:48,,,,yashin-ocean-house
30,342,Chirón,Ivan Muñoz,58€ (Menú degustación),,+34 918 95 69 74,https://www.restaurantechiron.com/reservas/,https://www.instagram.com/restaurantechiron/,https://www.instagram.com/ivanchiron/,https://goo.gl/maps/TmXWjb9QywCwubS99,https://www.restaurantechiron.com/,Equipo Velada,https://www.instagram.com/velada.app/,Teléfono,tel: +34 615573212,https://www.restaurantechiron.com/wp-content/uploads/2020/01/MENU-DEGUSTACION-TAJU%C3%91A.pdf,0,0,1.0,9IosjTSmhBh2cvC7hkFj,2021-01-20 16:50:41,,1.0,2021-01-20 16:50:41,2021-04-26 15:13:24,26.0,4.0,,chiron
31,343,Coquetto Bar,Mario Sandoval,50€ por persona,,+34 619 11 45 69,https://www.covermanager.com/reservation/module_restaurant/coquetto-restaurante/spanish,https://www.instagram.com/coquettobar/,https://www.instagram.com/msandovalcoque/,https://g.page/CoquettoBar?share,https://www.coquettobar.com/,Equipo Velada,https://www.instagram.com/velada.app/,Glovo,https://link.glovoapp.com/unyZR6meN7,https://www.coquettobar.com/carta.php,0,0,0.0,9nXZqFLXIrbZtFiTE3Th,2021-01-20 16:50:43,,1.0,2021-01-20 16:50:43,2021-04-26 15:12:05,34.0,4.0,,coquetto-bar
32,344,Arallo,,Entre 30€ y 40€ por persona,Tuétano a la brasa,+34 690 673 796,https://www.covermanager.com/reservation/module_restaurant/arallo-taberna/spanish/?template=trans-black,https://www.instagram.com/arallotaberna/,,https://goo.gl/maps/zmUe62PWWWkqYdT58,https://arallotaberna.com/,Gastro Godzilla,https://www.instagram.com/gastrogodzilla/,,,https://arallotaberna.com/carta-comida/,0,0,0.0,AKp6ssOZnGdYftUsEhJe,2021-01-20 16:50:45,,1.0,2021-01-20 16:50:45,2021-04-26 15:05:35,45.0,4.0,,arallo
33,345,La Tasquita de Enfrente,Juanjo López,120€ pp,Albóndigas de Solomillo de Vaca,+34 915325449,https://www.covermanager.com/reservation/module_restaurant/restaurante-latasquita-deenfrente/english,https://www.instagram.com/tasquita/,https://www.instagram.com/tasquita/,https://goo.gl/maps/d1dS7KkErPQqVHMc6,https://www.latasquitadeenfrente.com/en,Equipo Velada,https://www.instagram.com/velada.app/,Web del restaurante,https://www.covermanager.com/go/restaurante-latasquita-deenfrente/es,https://www.latasquitadeenfrente.com/_pdf/carta_menu_es.pdf,0,0,0.0,BEld2L0Of1Xhg2T3zyB9,2021-01-20 16:50:47,,2.0,2021-01-20 16:50:47,2021-05-06 01:32:06,30.0,4.0,,la-tasquita-de-enfrente
34,346,Marea Alta,Enrique Valentí,85€ per person,,+34 936 31 35 90,https://www.covermanager.com/reserve/module_restaurant/restaurante-mareaalta-mareabaja/spanish?source=velada,https://www.instagram.com/mareaalta_bcn/,,https://goo.gl/maps/D3EJgU8rxp3P3V9E7,https://mareaaltamareabaja.com/,Equipo Velada,,,,,0,0,0.0,C80ROGacEC578fU0TaTU,,,1.0,2021-01-20 16:50:50,2021-05-10 15:17:22,41.0,5.0,,marea-alta
35,347,La Dame de Pic,Anne-Sophie Pic,£95 (Tasting Menu),,+44 20 3297 3799,https://www.opentable.co.uk/restref/client/?restref=132384&ref=14096&covers=1&partysize=1&corrid=d1ef6855-482f-4ccd-a977-8f8a541fb40d,https://www.instagram.com/ladamedepiclondon/,https://www.instagram.com/annesophiepic/,https://goo.gl/maps/FESsE1fxW58zmTtF9,https://www.ladamedepiclondon.co.uk/,,,,,,0,0,2.0,CA2EKxGFtcdx5POvgGNr,2021-01-20 16:50:52,,1.0,2021-01-20 16:50:52,2021-04-26 15:02:19,,,,la-dame-de-pic
36,348,Izariya,Masahito Okazoe,70€ pp,Wagyu,+34 913 08 38 12,https://module.lafourchette.com/es_ES/module/67952-2f3f3,https://www.instagram.com/izariyamadrid/,,https://goo.gl/maps/KC7q2N3hvsQmRz6Q7,http://www.izariya.com/ES/,Equipo Velada,https://www.instagram.com/velada.app/,,,http://www.izariya.com/ES/carta.html,0,0,0.0,CDXtUlY5o43mc3JIBanR,2021-01-20 16:50:54,,1.0,2021-01-20 16:50:54,2021-04-26 15:04:11,43.0,4.0,,izariya
37,349,Doppelgänger,Samy Alí,Entre 30€ y 40€ por persona,Kare de plátano parrilla y encurtidos torrados,+34 915305499,https://www.covermanager.com/reserve/module_restaurant/restaurante-doppelganger-bar/spanish,https://www.instagram.com/doppelganger.samy/,,https://goo.gl/maps/amyZ6HzxgGJm8ENPA,https://doppelgangerbar.com/,Equipo Velada,https://www.instagram.com/p/CHYXzRVDkUM/,,,https://doppelgangerbar.com/#carta,0,0,0.0,CsjuzUNfV5nHUdXqAuq6,2021-01-20 16:50:56,,1.0,2021-01-20 16:50:56,2021-04-26 15:10:25,44.0,4.0,,doppelgaenger
38,350,ABaC,Jordi Cruz,190€ (Tasting menu),,+34 933 19 66 00,https://booking.abacrestaurant.com/abac/bookings_online/index.php?page=&lang=en,https://www.instagram.com/abachotelrestaurant/,https://www.instagram.com/jordicruzoficial/,https://goo.gl/maps/MqXFJxzJ1vphBk3E9,http://www.abacrestaurant.com/,Velada Team,https://www.instagram.com/velada.app/,,,https://abacrestaurant.com/img/upload/cartas/ESP-Carta-ABaC-Restaurant.pdf,0,0,3.0,CyyZjMJMigLRzmnaX9Vk,2021-01-20 16:50:59,,1.0,2021-01-20 16:50:59,2021-04-26 15:04:18,35.0,5.0,,a-ba-c
39,351,Etxeko,Martín Berasategui,65€ pp,,+34 910 86 13 78,https://www.eltenedor.es/restaurante/etxeko-madrid-by-martin-berasategui/503105?cc=18174-54f,https://www.instagram.com/etxekomadrid/,https://www.instagram.com/martinberasategui/,https://goo.gl/maps/abGZ2ot79GzTWHfC7,https://www.blesscollectionhotels.com/es/martin-berasategui,Equipo Velada,https://www.instagram.com/velada.app/,,,https://aplicaciones.palladiumhotelgroup.com/phgtest500/microsites/etxeko/def/assets/pdf/bhm/bhm-etxeko-carta-es.pdf,1,0,0.0,D8WAE3lEjcGikHYLmtIj,2021-01-20 16:51:01,,2.0,2021-01-20 16:51:01,2021-04-13 21:36:32,34.0,4.0,,
40,352,sr.Ito,,40€ pp,,+34910816615,https://www.covermanager.com/reservation/module_restaurant/restaurante-sr-ito/spanish,https://www.instagram.com/sr.ito/,,https://goo.gl/maps/JjDu92vrvtL8uwkh6,https://srito.es/,Equipo Velada,https://www.instagram.com/velada.app/,Web del restaurante,https://srito.es/pide-online/#/where,https://srito.es/wp-content/uploads/2018/11/Carta_SrIto.pdf,0,0,0.0,DGH2GWkjQ9aoQJwewl6D,2021-01-20 16:51:03,,1.0,2021-01-20 16:51:03,2021-04-26 14:47:43,45.0,4.0,,sr-ito-1
41,353,El Castizo de Velázquez,Hugo Muñoz,Entre 30€ y 40€ por persona,Rabo de ternera estofado,+34 911 08 88 08,https://www.covermanager.com/reservation/module_restaurant/restaurante-castizo/spanish,https://www.instagram.com/elcastizodevelazquez/,https://www.instagram.com/hugomunozchef,https://goo.gl/maps/wfBhhA9WttTBWq15A,https://elcastizodevelazquez.com/,Equipo Velada,https://www.instagram.com/velada.app/,Glovo,https://glovoapp.com/es/mad/store/castizo-de-velazquez-mad/,https://elcastizodevelazquez.com/wp-content/uploads/2020/10/castizo-sala-DUVAL-20-10-17-1-1.pdf,0,0,0.0,Dl65tH4mELNmm3BL1ktH,2021-01-20 16:51:05,,1.0,2021-01-20 16:51:05,2021-04-26 15:09:14,34.0,4.0,,el-castizo-de-velazquez
42,354,Coure,Albert Ventura,60€ per person,,+34 932 00 75 32,https://www.eltenedor.es/restaurante/coure-r318027#booking=&partySize=2,https://www.instagram.com/courerestaurant/,https://www.instagram.com/courebcn/,https://g.page/courerestaurant?share,,Equipo Velada,,,,,0,0,0.0,E3KzKApK5iy6fftxbKyY,2021-01-20 16:51:07,,1.0,2021-01-20 16:51:07,2021-04-26 15:11:47,31.0,5.0,,coure
43,355,La Fonda Lironda,Hugo Muñoz,Entre 40€ y 50€ por persona,Escalope de ternera blanca,+34 911 08 88 81,https://www.covermanager.com/reservation/module_restaurant/restaurante-lafondalironda/spanish,https://www.instagram.com/lafondalironda/,https://www.instagram.com/hugomunozchef,https://goo.gl/maps/mc71sa85T6EtRRZy7,https://lafondalironda.com/,Equipo Velada,https://www.instagram.com/velada.app/,,,https://lafondalironda.com/wp-content/uploads/2020/12/LAFONDA_CARTACOMIDA_interior_web.pdf,0,0,0.0,EBFzCNdkOHwVIG0hYolv,2021-01-20 16:51:09,,1.0,2021-01-20 16:51:09,2021-04-26 14:59:52,24.0,4.0,,la-fonda-lironda
44,356,The Greenhouse Mayfair,Alex Dilling,£125 (Tasting Menu),,+44 20 7499 3331,https://www.sevenrooms.com/reservations/thegreenhouselondon,https://www.instagram.com/greenhousemayfair/,https://www.instagram.com/adills1/,https://goo.gl/maps/7HvN7UX782bbkWYs6,https://www.greenhouserestaurant.co.uk/,,,,,,0,0,2.0,Et0Lkgs77zfWVnQwali3,2021-01-20 16:51:12,,1.0,2021-01-20 16:51:12,2021-04-26 14:46:43,,,,the-greenhouse-mayfair
45,357,Roostiq,,40€ pp,Torreznos,+34918532434,https://www.covermanager.com/reservation/module_restaurant/restaurante-roostiq/spanish,https://www.instagram.com/roostiqmadrid/,,https://g.page/roostiq?share,https://roostiq.com/,Colectivo Decantado,https://www.instagram.com/colectivodecantado/,,,,0,0,0.0,FXSK6k8KTLLpWxt8jMfm,2021-03-05 14:33:08,,1.0,2021-01-20 16:51:14,2021-04-26 14:49:00,45.0,4.0,,roostiq
46,358,Alkimia,Jordi Vilà,138€ (tasting menu),,+34 93 207 61 15,http://alkimia.cat/reserves/en,https://www.instagram.com/alkimiarestaurant/,https://www.instagram.com/jordialk/,https://goo.gl/maps/9SqnJnvNAFwzWFyq8,http://alkimia.cat/,Equipo Velada,https://www.instagram.com/velada.app/,,,https://alkimia.cat/carta/,0,0,1.0,GpvslJ9cSPE6IYn45Nfa,2021-01-20 16:51:16,,2.0,2021-01-20 16:51:16,2021-05-10 15:17:49,41.0,5.0,,alkimia
